Welcome to the profile statistics browser.
out_profile/demo.pts% out_profile/demo.pts% Sat Jul 13 23:24:38 2024    out_profile/demo.pts

         2834940 function calls (2799893 primitive calls) in 75.104 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/extras.py:298(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/accessors.py:541(PeriodProperties)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/exceptions.py:201(DTypePromotionError)
        2    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:316(InvalidContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:277(ReadError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:82(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_version_meson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/pytables.py:401(UnaryOp)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/base.py:517(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:47(LargeZipFile)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/_adapters.py:143(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:729(OutsideDestinationError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:282(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:293(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:676(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:1127(_BaseConstants)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:274(ExtractError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:325(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:146(MAError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/__init__.py:155(LanguageFamilies)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/extras.py:280(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:30(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:215(Clamped)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/tz/tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:746(LinkOutsideDestinationError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/exceptions.py:76(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:1179(FrameSplitter)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:70(_128Bit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:687(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/parser/_parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:475(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:839(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1249(_ExtendAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:805(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:73(_96Bit)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/tz/__init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1322(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:342(DefragResultBytes)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/range.py:380(is_unique)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:82(_32Bit)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:88(_8Bit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:301(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:674(ClosedFileError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/expr.py:319(add_ops)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:76(_80Bit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:261(c_wchar)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:79(_64Bit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:190(c_uint)
        2    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:186(c_int)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:251(c_bool)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:85(_16Bit)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:235(c_char)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/config_init.py:656(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:246(c_void_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:330(Rounded)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2605(ObjectBlock)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:355(ParseResultBytes)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:3036(return_annotation)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:328(DuplicateLabelError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:67(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/extras.py:336(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/util/version/__init__.py:417(dev)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:342(Subnormal)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/extras.py:311(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:781(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:754(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/gzip.py:117(BadGzipFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:1391(PosixPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:623(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:46(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:391(Underflow)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:304(Inexact)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:406(FloatOperation)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/strings/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/db.py:37(Country)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/pytables.py:2670(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:72(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/parser/_parser.py:1608(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:71(ExecError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:154(MaskError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:454(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:77(RegistryError)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        2    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:842(_hash_set_none)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:280(CompressionError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:311(NumbaUtilError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:99(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:198(EmptyDataError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:289(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:292(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:721(FilterError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:286(HeaderError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:641(CSSWarning)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:253(MergeError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:662(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:853(__init__)
